Hotel Name,Hotel Review Page,Guest Name,Hotel Review 
"Country Inn & Suites by Radisson, Goa Candolim",https://www.tripadvisor.in/Hotel_Review-g297605-d2057388-Reviews-or0-Country_Inn_Suites_by_Radisson_Goa_Candolim-Candolim_Bardez_North_Goa_District_Goa.html,Renea Gascoigne,"We stayed here at the beginning of April for 2 weeks and were thoroughly spoilt STAFF : A huge thank you to Dharmeswar who kept our room immaculate and always asked if we needed anything, Sam, Tanmoy, Radhe, Dipty, Sandeep, Chetan and all of the others who kept us constantly\u2026"
"Country Inn & Suites by Radisson, Goa Candolim",https://www.tripadvisor.in/Hotel_Review-g297605-d2057388-Reviews-or0-Country_Inn_Suites_by_Radisson_Goa_Candolim-Candolim_Bardez_North_Goa_District_Goa.html,Neeraj Ganjoo,"We were 3 adults and 01 child travelling for our yearly holiday.   Regarding Room - We chose to stay in a Deluxe Room at Country Inn Candolim, which was quite spacious Even after the roll away bed in the room, there was a quite a bit of space to move around. We reached late in\u2026"
"Country Inn & Suites by Radisson, Goa Candolim",https://www.tripadvisor.in/Hotel_Review-g297605-d2057388-Reviews-or0-Country_Inn_Suites_by_Radisson_Goa_Candolim-Candolim_Bardez_North_Goa_District_Goa.html,Ab_79_del,One big prob is frequent electricity cuts which distrubs sleep. Quite a walking distance to nearest beach. Swimming pool is decent.  Food is good and hotel staff is hospitable. Special mention of Dipti who took good care of us. They have ample options in b'fast and dinner. They\u2026
"Country Inn & Suites by Radisson, Goa Candolim",https://www.tripadvisor.in/Hotel_Review-g297605-d2057388-Reviews-or0-Country_Inn_Suites_by_Radisson_Goa_Candolim-Candolim_Bardez_North_Goa_District_Goa.html,Shify R,Ive been here for an hour so far. Nobody recieved us when we came. No welcome drink. No complementary items in the room. The power has gone out 5 times in 1 hour. The property is v v small. The property is very plain. We came here after a wonderful experience at Radisson Blu\u2026
"Country Inn & Suites by Radisson, Goa Panjim",https://www.tripadvisor.in/Hotel_Review-g303877-d4412908-Reviews-or0-Country_Inn_Suites_by_Radisson_Goa_Panjim-Panjim_North_Goa_District_Goa.html,GrandTour12934296641,At least maintain the property. Rooms were not cleaned. Food was not good and even the check in timing is odd. Please change the checkin timings so that anyone can check in early and rest at their ease
"Country Inn & Suites by Radisson, Goa Panjim",https://www.tripadvisor.in/Hotel_Review-g303877-d4412908-Reviews-or0-Country_Inn_Suites_by_Radisson_Goa_Panjim-Panjim_North_Goa_District_Goa.html,Darshan S,"Very nice hotel room very good visit cis Goa panjim good staff nice pool ,courties staff all well in hotal, near the panjim Best hotal and the staff prosenjit is very cooperative and helpful and help to visit all places to visit Goa."
"Country Inn & Suites by Radisson, Goa Panjim",https://www.tripadvisor.in/Hotel_Review-g303877-d4412908-Reviews-or0-Country_Inn_Suites_by_Radisson_Goa_Panjim-Panjim_North_Goa_District_Goa.html,Sightseer00703890391,"The rooms are stinking. Every time they needs to spray room freshner. Hotel location is very good. Raddision is Brand, they need to maintain the quality in tourist location like GOA. If Cleaniness is taken into top priority the value will go up. "
"Country Inn & Suites by Radisson, Goa Panjim",https://www.tripadvisor.in/Hotel_Review-g303877-d4412908-Reviews-or0-Country_Inn_Suites_by_Radisson_Goa_Panjim-Panjim_North_Goa_District_Goa.html,Happiness10150326338,Nice stay.breakfast was nice.staff very cooperative.food quality very nice.enjoyed my stay.location very much suited.Rooms nicey maintained.room service very prompt.Restaurant ambience very good.overall loved this experiment
"Country Inn & Suites by Radisson, Goa Panjim",https://www.tripadvisor.in/Hotel_Review-g303877-d4412908-Reviews-or0-Country_Inn_Suites_by_Radisson_Goa_Panjim-Panjim_North_Goa_District_Goa.html,Proven Kumar,Very nice hotel good service good room good food  and great restaurants staff clean room very nice views poolside very friendly housekeeping and mr. poshenjit very good....pankaj very good..fo mr.Keith very g..
DoubleTree by Hilton Hotel Goa - Arpora - Baga,https://www.tripadvisor.in/Hotel_Review-g312680-d3370050-Reviews-or0-DoubleTree_by_Hilton_Hotel_Goa_Arpora_Baga-Arpora_North_Goa_District_Goa.html,Apurv,I went goa for couple of times and I stay with different hotels and resort but the best place for stay in goa is double tree hotel. Such a amazing and beautiful hotel. Must visit goa and must stay in double tree by hilton.
DoubleTree by Hilton Hotel Goa - Arpora - Baga,https://www.tripadvisor.in/Hotel_Review-g312680-d3370050-Reviews-or0-DoubleTree_by_Hilton_Hotel_Goa_Arpora_Baga-Arpora_North_Goa_District_Goa.html,2890Mike,The stand out aspect of this hotel is the staff who are some of the best I\u2019ve encountered anywhere - attentive to needs and polite. Diamond members will enjoy status recognition including two hours of drinks and snacks each day at the bar. Sachin Gadage and James Fernandes - two\u2026
DoubleTree by Hilton Hotel Goa - Arpora - Baga,https://www.tripadvisor.in/Hotel_Review-g312680-d3370050-Reviews-or0-DoubleTree_by_Hilton_Hotel_Goa_Arpora_Baga-Arpora_North_Goa_District_Goa.html,FarAway57098294651,"I was an Hilton member since 2006.  I have stayed in several Hilton hotels across the world especially in United States and India, but never had a worst experience stay like this in my life.  When I booked this hotel I requested them for early check-in, but when I arrived the\u2026"
DoubleTree by Hilton Hotel Goa - Arpora - Baga,https://www.tripadvisor.in/Hotel_Review-g312680-d3370050-Reviews-or0-DoubleTree_by_Hilton_Hotel_Goa_Arpora_Baga-Arpora_North_Goa_District_Goa.html,Bhargav Dave,very nice hotel experience  have even feel. staffs were well educated  regarding  hospitality.. Avintaa and bedalize were good manner  persons. chef come to meet for test of food..very  nice bf..pool is osam and river view
DoubleTree by Hilton Hotel Goa - Arpora - Baga,https://www.tripadvisor.in/Hotel_Review-g312680-d3370050-Reviews-or0-DoubleTree_by_Hilton_Hotel_Goa_Arpora_Baga-Arpora_North_Goa_District_Goa.html,Nomad00449236958," It was a fantastic holiday experience. Great service by staff! Wonderful ambiance excellent food, especially the breakfast. Will always recommend Double Tree Hilton, Arpora - Baga, to friends and family.   "
Bay15 Cabanas By The Bay,https://www.tripadvisor.in/Hotel_Review-g1087527-d7949634-Reviews-or0-Bay15_Cabanas_By_The_Bay-Dona_Paula_North_Goa_District_Goa.html,heta d,we have stayed in this property in june 2019 for 3 days. we enjoyed over stay thoroughly. we got room 113 on first day which was great not best though. but we njoyed our stay in 113. next day on request we have shifted to room 110 which is best. great view. so seren. if u book\u2026
Bay15 Cabanas By The Bay,https://www.tripadvisor.in/Hotel_Review-g1087527-d7949634-Reviews-or0-Bay15_Cabanas_By_The_Bay-Dona_Paula_North_Goa_District_Goa.html,puneetkumar34,"Bay 15 is THE place to stay if you are in South Goa. The picetresque view is worth every Rupee you will spend.   You can enjoy a true sea view during the day,  and feel the real force and power of sea at the night as the waves crash on the rocks.   The best place to eat fresh\u2026"
Bay15 Cabanas By The Bay,https://www.tripadvisor.in/Hotel_Review-g1087527-d7949634-Reviews-or0-Bay15_Cabanas_By_The_Bay-Dona_Paula_North_Goa_District_Goa.html,AKASH,"I had a short vacation to Goa wanted a relaxing one away from the crowd and it was the perfect resort for that. The sea view rooms are actually having a nice view and overall the ambiance was nice. Although the check-in time is 1400, I reached early (around 0930) and they\u2026"
Bay15 Cabanas By The Bay,https://www.tripadvisor.in/Hotel_Review-g1087527-d7949634-Reviews-or0-Bay15_Cabanas_By_The_Bay-Dona_Paula_North_Goa_District_Goa.html,Pallav P,"It started out pretty badly with very negative views. There was no one at the reception desk to pick up the phone when I called at 7:00 AM after de-boarding the flight. I agree that we did reach (around 7:40 AM) way before check in time (check in at 12 PM) but, no one attended\u2026"
Bay15 Cabanas By The Bay,https://www.tripadvisor.in/Hotel_Review-g1087527-d7949634-Reviews-or0-Bay15_Cabanas_By_The_Bay-Dona_Paula_North_Goa_District_Goa.html,Braston Rodrigues,"Best hotel stay ever, cabanas closed to the sea it's really awesome..they served nice food with awesome presentation. Very friendly staff. Thank to Rohit Sir for making our stay memorable.. really enjoyed alots in pool too.."
O Pescador an Indy Resort,https://www.tripadvisor.in/Hotel_Review-g1087527-d1226836-Reviews-or0-O_Pescador_an_Indy_Resort-Dona_Paula_North_Goa_District_Goa.html,Maestro066,"This is a delightful boutique hotel! It\u2019s not very big, only about 25 rooms but with its own pool and immediate access to the beach, it is very well situated. What makes it all the staff who bend over backwards to make your stay a special one. The rooms are very comfortable the\u2026"
O Pescador an Indy Resort,https://www.tripadvisor.in/Hotel_Review-g1087527-d1226836-Reviews-or0-O_Pescador_an_Indy_Resort-Dona_Paula_North_Goa_District_Goa.html,Raghu,"It is an amazing property at such beautiful location right at the tip of Dona Paula. There are villas and rooms. Rooms are big and are designed such a away that you get the sea view. I was staying in pool, garden and beach facing room. One can sit the balcony and enjoy the sound\u2026"
O Pescador an Indy Resort,https://www.tripadvisor.in/Hotel_Review-g1087527-d1226836-Reviews-or0-O_Pescador_an_Indy_Resort-Dona_Paula_North_Goa_District_Goa.html,Boney D,"We stayed at the hotel for a couple of days, we are a family of 4 ( 2 small kids ), so obviously the swimming pool was one of the most important part, as the kids just wanted to splash around and we weren't disappointed.  The hotel property is beautifully landscaped and well\u2026"
O Pescador an Indy Resort,https://www.tripadvisor.in/Hotel_Review-g1087527-d1226836-Reviews-or0-O_Pescador_an_Indy_Resort-Dona_Paula_North_Goa_District_Goa.html,cjulie419,Have just returned from 2 weeks at this hotel and absolutely loved it. Beautiful setting and every single member of staff couldn\u2019t have been more helpful. So peaceful and relaxing. We never return to the same place twice but will be definitely returning here. The photos in my\u2026
O Pescador an Indy Resort,https://www.tripadvisor.in/Hotel_Review-g1087527-d1226836-Reviews-or0-O_Pescador_an_Indy_Resort-Dona_Paula_North_Goa_District_Goa.html,Tickle70,I have just returned from one of the best holidays and this hotel was the reason. The pool area was well maintained and beach area was generally clean (although the sea wasn't). The breeze from the sea was very refreshing and stopped us from over heating. The staff at the hotel\u2026
Miramar Residency,https://www.tripadvisor.in/Hotel_Review-g303877-d1439412-Reviews-or0-Miramar_Residency-Panjim_North_Goa_District_Goa.html,Freddy D,I visited this place in the end of April 2019. I must say it is a very nice place. However I only went to have breakfast with my family as we went to Miramar beach that morning. The food was nice and the service was also very good. Food was server hot and in good time. The rates\u2026
Miramar Residency,https://www.tripadvisor.in/Hotel_Review-g303877-d1439412-Reviews-or0-Miramar_Residency-Panjim_North_Goa_District_Goa.html,rutuja,We booked AC delux room and paid around 7K for 2 nights but rooms we got were not at all worth the money they charge. They were so unclean and not at all maintained. Beach is very nearby thats the only plus point here. Beach is good and less crowded but has bit of trash over the\u2026
Miramar Residency,https://www.tripadvisor.in/Hotel_Review-g303877-d1439412-Reviews-or0-Miramar_Residency-Panjim_North_Goa_District_Goa.html,nmvivek,"located adjunct to miramar beach, miramar residency is an awesome option to stay.huge green campus, garden, pool, separate cottages, food court, ample parking space makes it a great option to lodging.  rooms are not much spacious but it's good and each room has balcony. house\u2026"
Miramar Residency,https://www.tripadvisor.in/Hotel_Review-g303877-d1439412-Reviews-or0-Miramar_Residency-Panjim_North_Goa_District_Goa.html,royjay2018,Miramar Residency is a Goa Tourism Development Corporation (GTDC) hotel located just 50 m away from the awesome Miramar Beach. It is a cluster of neatly laid out cottages and an elegant building set in a pretty garden with lawns and lush plants. Awesome place of stay in Goa.
Miramar Residency,https://www.tripadvisor.in/Hotel_Review-g303877-d1439412-Reviews-or0-Miramar_Residency-Panjim_North_Goa_District_Goa.html,Bharat,"We stayed during 2017,it was a excellent and memorable stay.Not to far from Panaji,yet it was at a calm location.The north/South Goa trips was well organised.Breakfast options as well was good.It short a very memorable stay.Will like to come back again."
Hotel Fidalgo goa,https://www.tripadvisor.in/Hotel_Review-g303877-d594977-Reviews-or0-Hotel_Fidalgo_goa-Panjim_North_Goa_District_Goa.html,barefootyousef,"My fourth stay at Fidalgo, and it is still difficult for my to confirm how I feel about them. The staff ranges from fantastic to arrogant, so it just depends on who you get on the day or their mood. Last time I got breakfast, and yesterday the manager at breakfast turfed me out\u2026"
Hotel Fidalgo goa,https://www.tripadvisor.in/Hotel_Review-g303877-d594977-Reviews-or0-Hotel_Fidalgo_goa-Panjim_North_Goa_District_Goa.html,Abhi,"Stayed for a week. Fidalgo is at prime location in Panjim and quick access to shopping areas, chemists, ATMs and restaurants. The Mandovi River, few local attractions and casinos are within a distance of 2 kms. Fidalgo has very neat rooms, centralized AC, and a small pool, gym\u2026"
Hotel Fidalgo goa,https://www.tripadvisor.in/Hotel_Review-g303877-d594977-Reviews-or0-Hotel_Fidalgo_goa-Panjim_North_Goa_District_Goa.html,Abhishek Kapoor,I stayed in the month of may for 5 nights.Great location with an excellent and desirable service.Check-in and Check-out were very quick and rooms were excellent. With 6 restaurants in the hotel it gives us a very good variety of food.They also have a coffee shop(Aunty Maria)\u2026
Hotel Fidalgo goa,https://www.tripadvisor.in/Hotel_Review-g303877-d594977-Reviews-or0-Hotel_Fidalgo_goa-Panjim_North_Goa_District_Goa.html,Hooray H,"Mainly just for the Thali restaurant, Bhojan & sometimes an expensive drink or two. The staff are quite nice, especially the doorman with the big moustache. Not sure if I would like to stay here though- perhaps if it was free. The main toilets on the ground floor stink to high\u2026"
Hotel Fidalgo goa,https://www.tripadvisor.in/Hotel_Review-g303877-d594977-Reviews-or0-Hotel_Fidalgo_goa-Panjim_North_Goa_District_Goa.html,inder77bat,Well we got an hour early check in but the rooms have a noisy indoor .... in 2 days i was shifted in 3 different rooms .... for any issue the only solution is change the room .... staff crom the reception from check in to check out have lot of confussion .... never stay if u\u2026
Treehouse Neptune Inn,https://www.tripadvisor.in/Hotel_Review-g303877-d13340161-Reviews-or0-Treehouse_Neptune_Inn-Panjim_North_Goa_District_Goa.html,Dinesh Patwal,"Good service and food,room are clean and neat, location of hotel Good, wonderful stay and Happy stay, Rakesh ,suvarna,wasim,shahena really they're very good and manage very well All The Best team see you"
Treehouse Neptune Inn,https://www.tripadvisor.in/Hotel_Review-g303877-d13340161-Reviews-or0-Treehouse_Neptune_Inn-Panjim_North_Goa_District_Goa.html,gagan157,The stay at hotel is very good the staff is very coperative al the rooms are neat and clean wash room is also very good we have also included the breakfast in itinerary breakfast is also very good I recommend every body to stay in that hotel
Treehouse Neptune Inn,https://www.tripadvisor.in/Hotel_Review-g303877-d13340161-Reviews-or0-Treehouse_Neptune_Inn-Panjim_North_Goa_District_Goa.html,Vipjai,Hotel was cleaned and in a hygienic condition.  Mrs Suvarna and the other staff under her guidance was only just a call away for any help whenever Needed.  The stay was totally comfortable and the tariff was convenient enough.  Thanks Suvarna for making my stay so relaxed and\u2026
Treehouse Neptune Inn,https://www.tripadvisor.in/Hotel_Review-g303877-d13340161-Reviews-or0-Treehouse_Neptune_Inn-Panjim_North_Goa_District_Goa.html,anand,"Hotel is situated main panjim city. All places are nearby like market, casinos, garden and beaches. Hotel staff is polite and helpful.  Rooms are neat and clran  Amenities are on request. If you are business traveler beat hotel to stay. "
Treehouse Neptune Inn,https://www.tripadvisor.in/Hotel_Review-g303877-d13340161-Reviews-or0-Treehouse_Neptune_Inn-Panjim_North_Goa_District_Goa.html,Karishma T,"Great staff,  great hotel,  everything thing is up to the mark.  Compared to other budget hota in panjim rokne rate and service is better.  Just stop out from hotel everything is nearby.  Beaches casinos nearby.. "
Hotel Mandovi,https://www.tripadvisor.in/Hotel_Review-g303877-d477614-Reviews-or0-Hotel_Mandovi-Panjim_North_Goa_District_Goa.html,Nitin Kulkarni,"For me Goa's synonym is this hotel. Blended with old Goanese tradition with modern amenities is at its peak!  Worth mentioning is its location, traditional food and their staff. The manager Mr. Gawas will make you feel top of the world with his personal touch! Go for this hotel\u2026"
Hotel Mandovi,https://www.tripadvisor.in/Hotel_Review-g303877-d477614-Reviews-or0-Hotel_Mandovi-Panjim_North_Goa_District_Goa.html,GemSearcher,"Been coming over to the Mandovi for 20yrs all ways a great pleasure having a few drinks in the cocktail bar. Excellent service normal prices and free nibbles, Smiling waiters serving you . comfortable seats over looking the lights and moonlight on the river.          See you in\u2026"
Hotel Mandovi,https://www.tripadvisor.in/Hotel_Review-g303877-d477614-Reviews-or0-Hotel_Mandovi-Panjim_North_Goa_District_Goa.html,Aashish R,"Its surprising to see that at such a wonderful and strategic location,Hotel Mandovi is catering to its guests with so poorly appointed,outdated rooms.The rooms are not even well lit.  Day time front desk staff is supporrtive  but you dont find the same from night staff.  Food is\u2026"
Hotel Mandovi,https://www.tripadvisor.in/Hotel_Review-g303877-d477614-Reviews-or0-Hotel_Mandovi-Panjim_North_Goa_District_Goa.html,ronit gaikwad,So we were on a family vacation to Goa and we got a great deal from make my trip and hence we booked this hotel. Coming to the hotel it is located facing the Mandovi river and you get really nice and stunning views of the Mandovi river in the morning and evening.  Coming to the\u2026
Hotel Mandovi,https://www.tripadvisor.in/Hotel_Review-g303877-d477614-Reviews-or0-Hotel_Mandovi-Panjim_North_Goa_District_Goa.html,Abhishek Mandal,the best part of the stay was the behavior from the staff....it was way beyond i have seen till date...they were so good and it made my stay very comfortable. i had been there for some exams related and the co-operation i received cannot be narrated in words. the location being\u2026
Hotel Name,Hotel Review Page,Guest Name,Review Date,Hotel Review
Caravela Beach Resort,https://www.tripadvisor.in/Hotel_Review-g1096236-d306969-Reviews-or0-Caravela_Beach_Resort-Varca_South_Goa_District_Goa.html,@secret_100,terday,It's my first tym visiting the caravela resort and I must appreciate Mr Prithvi what he is doing is very good he always take care for me  and the restaurant of staff is also very good I can't remember the name of the guy who is serving me . Everything is fine
Caravela Beach Resort,https://www.tripadvisor.in/Hotel_Review-g1096236-d306969-Reviews-or0-Caravela_Beach_Resort-Varca_South_Goa_District_Goa.html,Aman Pareek,18 Jun,Came here for a holiday.  The resort was amazing with very courtious staff. The room we got was a garden view room but it has a partial sea view which was amazing. The housekeeping manager Mr. Anuj was very kind and helpful throughou.  Also the housekeeping staff ( Michael) was\u2026
Caravela Beach Resort,https://www.tripadvisor.in/Hotel_Review-g1096236-d306969-Reviews-or0-Caravela_Beach_Resort-Varca_South_Goa_District_Goa.html,Rakesh Singh,18 Jun,"I\u2019ll highly recommend to stay at Caravela beach resort in Goa.Housekeeping,Front office,Service all are up to marks and staff is so courteous nd careful ,Santan in Housekeeping,and Rahul in Front office. special Mention to Mr.kishan (Floor incharge).He is very helpful person.\u2026"
Caravela Beach Resort,https://www.tripadvisor.in/Hotel_Review-g1096236-d306969-Reviews-or0-Caravela_Beach_Resort-Varca_South_Goa_District_Goa.html,karwa,18 Jun,"We had organised a wedding at Goa and chosen Caravela Resort as our venue.  The entire experience was splendid and we got all the amenities and facilities as promised with no corners being cut anywhere.  The pick up and other transportation handled by Anand, Shamrao and team was\u2026"
Caravela Beach Resort,https://www.tripadvisor.in/Hotel_Review-g1096236-d306969-Reviews-or0-Caravela_Beach_Resort-Varca_South_Goa_District_Goa.html,Anita,18 Jun,"Professional staff, good food, room was well kept ,awesome location. Their chicken biryani was delicious ,a must try ! A bit costly but totally worth it. One star less only for the check in point. one of the best beach resort."
Santana Beach Resort,https://www.tripadvisor.in/Hotel_Review-g297605-d651438-Reviews-or0-Santana_Beach_Resort-Candolim_Bardez_North_Goa_District_Goa.html,Manasvi Shah,14 Jun,It's a beautiful place to be the staff Maria di and kartik are so sweet and helping such happy faces to see every morning. You approach anytime and they will be willing helping you with anything possible.  Loved it \xe2\x9d\xa4
Santana Beach Resort,https://www.tripadvisor.in/Hotel_Review-g297605-d651438-Reviews-or0-Santana_Beach_Resort-Candolim_Bardez_North_Goa_District_Goa.html,Natalie, 9 Jun,"Good stay, the hotel staff are friendly. The breakfast though good catered more for local clientele .No complaints about that but considering Goa is such an international destination maybe some international fare would have been more appreciative. Overall the food in the\u2026"
Santana Beach Resort,https://www.tripadvisor.in/Hotel_Review-g297605-d651438-Reviews-or0-Santana_Beach_Resort-Candolim_Bardez_North_Goa_District_Goa.html,Chaitanya K, 5 Jun,Awesome stay.. near to very clean and silent beach...clean rooms..nice swimming pool enjoyed by my 2 year kid...surrounded by different trees..good breakfast...only one issue is parking which you have to park your vehicle far away from your room. (Backside of resort) 
Santana Beach Resort,https://www.tripadvisor.in/Hotel_Review-g297605-d651438-Reviews-or0-Santana_Beach_Resort-Candolim_Bardez_North_Goa_District_Goa.html,inndia8,y 2019,"An ideal place for a short break ... relaxing, restful ... falling in love with SANTANA: excellent rooms combined with 'service par excellance' ... a well spread buffet breakfast ... an even better clear blue water swimming pool with the beach at a throw's distance and a\u2026"
Santana Beach Resort,https://www.tripadvisor.in/Hotel_Review-g297605-d651438-Reviews-or0-Santana_Beach_Resort-Candolim_Bardez_North_Goa_District_Goa.html,YashMayekar,y 2019,"We were a group of 6 families and opted for equal number of rooms. To start with the check-in process, it was smooth and fast with fruit punch as welcome drink. The rooms provided were in a single block and were spacious enough with a decent size double bed, sofa cum bed,a\u2026"
Mayfair Hideaway Spa Resort,https://www.tripadvisor.in/Hotel_Review-g15149265-d2041908-Reviews-or0-Mayfair_Hideaway_Spa_Resort-Quitol_Canaguinim_South_Goa_District_Goa.html,Maltesh Pawar,15 Jun,"Great location. Very good food. Pool & Beach view is awesome.  Very good rooms.Very peaceful and calm location. Its about 50kms from Panjim. So if you are planning for this resort, go to resort first and then head for site seeing later to Panjim."
Mayfair Hideaway Spa Resort,https://www.tripadvisor.in/Hotel_Review-g15149265-d2041908-Reviews-or0-Mayfair_Hideaway_Spa_Resort-Quitol_Canaguinim_South_Goa_District_Goa.html,Nina B,15 Jun,"Tucked away in an obscure yet beautiful part of south Goa, this resort is a true 'hideaway'. The peace & quiet of the resort coupled with their excellent well-maintained facilities made this a very memorable Goa experience. Food served here is fantastic (the ajwaini fish tikka\u2026"
Mayfair Hideaway Spa Resort,https://www.tripadvisor.in/Hotel_Review-g15149265-d2041908-Reviews-or0-Mayfair_Hideaway_Spa_Resort-Quitol_Canaguinim_South_Goa_District_Goa.html,varaprasad,14 Jun,"location is very bad but inside the resort..... great. excellent ambiance, great food and awesome experience. good hospitality not the best. rooms are spacious, elegant and simply great. nice experience. think it is the least rated property among mayfair."
Mayfair Hideaway Spa Resort,https://www.tripadvisor.in/Hotel_Review-g15149265-d2041908-Reviews-or0-Mayfair_Hideaway_Spa_Resort-Quitol_Canaguinim_South_Goa_District_Goa.html,Greg S, 9 Jun,"This is situated on the river and is a lovely place to get away. The food is good, the staff attentive and the pool is nice, right on the river's edge though very small and if there are children about, it is not very relaxing. Still, a pleasant place to visit."
Mayfair Hideaway Spa Resort,https://www.tripadvisor.in/Hotel_Review-g15149265-d2041908-Reviews-or0-Mayfair_Hideaway_Spa_Resort-Quitol_Canaguinim_South_Goa_District_Goa.html,Happyguest1210, 8 Jun,This boutique resort tucked away in the tiny fishing village of Betul in South Goa makes for an ideal getaway from the regular noisy and cluttered beaches of North Goa. The resort is located on the banks of river Sal and has well appointed guestrooms with all modern amenities.\u2026
Holiday Inn Resort Goa,https://www.tripadvisor.in/Hotel_Review-g775971-d307514-Reviews-or0-Holiday_Inn_Resort_Goa-Cavelossim_South_Goa_District_Goa.html,Manav,18 Jun,"This is my first visit in this property, had amazing stay. We will visit again. The staff is just amazing. Had an amazing stay. My family and friends had the best stay. The food was just mouth watering. Best place."
Holiday Inn Resort Goa,https://www.tripadvisor.in/Hotel_Review-g775971-d307514-Reviews-or0-Holiday_Inn_Resort_Goa-Cavelossim_South_Goa_District_Goa.html,Bhavya,18 Jun,Was a very great stay. The services provided were remarkable. The rooms had all the facilities.the room service was very efficient. The staff were extremely courteous. The resort also has a direct access to the beach. If someone wants the best of everything please do visit this\u2026
Holiday Inn Resort Goa,https://www.tripadvisor.in/Hotel_Review-g775971-d307514-Reviews-or0-Holiday_Inn_Resort_Goa-Cavelossim_South_Goa_District_Goa.html,Ashok,18 Jun,"I cannot forget lovely time spent with my friends at holiday Inn Resort. It has very big coast line than they also have 3resturants which serves amazing food,they also have a very good staf. I had a really  good time there."
Holiday Inn Resort Goa,https://www.tripadvisor.in/Hotel_Review-g775971-d307514-Reviews-or0-Holiday_Inn_Resort_Goa-Cavelossim_South_Goa_District_Goa.html,Madhav,18 Jun,"We loved the property, the best and nice stay I had. We just loved it. The food ND the service was excellent. We will definitely come again. Now this resort is confirmed. We really had an amazing stay."
Holiday Inn Resort Goa,https://www.tripadvisor.in/Hotel_Review-g775971-d307514-Reviews-or0-Holiday_Inn_Resort_Goa-Cavelossim_South_Goa_District_Goa.html,Kamlesh patel,18 Jun,"Being with my friends in the holiday Inn Resort was so fun enjoyed every moment as they have a very huge property with three restaurant,spacious rooms,gym,wonderful spa. I wish to visit this property again."
Whispering Palms Beach Resort,https://www.tripadvisor.in/Hotel_Review-g297605-d315595-Reviews-or0-Whispering_Palms_Beach_Resort-Candolim_Bardez_North_Goa_District_Goa.html,Arnav,terday,"Whispering Resort is a beautiful  Resort. It's a relaxig place.  The food was excellent. We liked their pool, garden.  Evening entertainment was good. We enjoyed all this very much.    We will definitely come here again."
Whispering Palms Beach Resort,https://www.tripadvisor.in/Hotel_Review-g297605-d315595-Reviews-or0-Whispering_Palms_Beach_Resort-Candolim_Bardez_North_Goa_District_Goa.html,Subhash m,n 2019,"We the two couples, Modis from Kenya and Pattanis from Uk had three day joyful and wonderful stay at the famous and one of the finest Beach Resorts in Goa thanks to the caring and respectful Management and staff for looking after us very well. The hotel is nearby the magnificent\u2026"
Whispering Palms Beach Resort,https://www.tripadvisor.in/Hotel_Review-g297605-d315595-Reviews-or0-Whispering_Palms_Beach_Resort-Candolim_Bardez_North_Goa_District_Goa.html,Jeet b,14 Jun,"Stayed there for 3 nights in June 2019. Good location, close to Candolim Beach. We booked Studio Room. Room is big enough but unhygienic. Floor remains watery and damp. Room service, Housekeeping are not up to the mark. Best part of this hotel is food. Variety and taste both are\u2026"
Whispering Palms Beach Resort,https://www.tripadvisor.in/Hotel_Review-g297605-d315595-Reviews-or0-Whispering_Palms_Beach_Resort-Candolim_Bardez_North_Goa_District_Goa.html,Mayank,14 Jun,"Easily the worst hotel we have ever stayed in. This is our 3rd trip to Goa, Candolim over the last 3 years and trust me there are far better properties in the vicinity. Pictures on the site are deceiving - the real hotel is in dumps. Rooms are small, bathrooms are smelly, lobby\u2026"
Whispering Palms Beach Resort,https://www.tripadvisor.in/Hotel_Review-g297605-d315595-Reviews-or0-Whispering_Palms_Beach_Resort-Candolim_Bardez_North_Goa_District_Goa.html,kulpreets2018,13 Jun,"If I could I will give Zero or minus stars to the hotel I would .Firstly dnt go by the pics everything is a lie . The Hotel , The rooms and restaurants are bad . Service is terrible we were to stay for 4 nights but checked out 2 nights earlier all 3 families. I think whatever\u2026"
"Royal Orchid Beach Resort & Spa, Goa",https://www.tripadvisor.in/Hotel_Review-g1204863-d1174318-Reviews-or0-Royal_Orchid_Beach_Resort_Spa_Goa-Utorda_South_Goa_District_Goa.html,Yashbapna,17 Jun,"Rooms, swimming pool are very good and clean private beach, I must say the staff of reception, house keeping and restaurant ( especially Ms preeti ) are so courtegeous You guys make our holidays awesome, Everyone is staff is so smiley and helpful, You all make this property 5\u2026"
"Royal Orchid Beach Resort & Spa, Goa",https://www.tripadvisor.in/Hotel_Review-g1204863-d1174318-Reviews-or0-Royal_Orchid_Beach_Resort_Spa_Goa-Utorda_South_Goa_District_Goa.html,Rahul S,17 Jun,"We had a very nice time staying here. The beach was like personal beach of resort.. just a 2 min stroll away... beach was clean. Room service & overall stay was relaxing. A lot of activities for kids: pool, water park, Sony, play station4, foosball,   And not to forget the food\u2014\u2026"
"Royal Orchid Beach Resort & Spa, Goa",https://www.tripadvisor.in/Hotel_Review-g1204863-d1174318-Reviews-or0-Royal_Orchid_Beach_Resort_Spa_Goa-Utorda_South_Goa_District_Goa.html,Vani D,16 Jun,"Big positives: - very well located - open green area, leads up to the beach - clean white sand beach - very helpful, honest, hardworking, well mannered staff -- Suvarna, Anita, Baban, Prakash, Fransquinha, Baban, Gautam, Ranjit, Deepak, Ishwar, Abhinav, Clinton, And many more. -\u2026"
